"id","sku_name","base_price","cogs","category"
"P194169","Brand City_Br17-Gold-9",75110,56318,"Women Fashion"
"P390495","kapray_WUSPE117015",75110,46516,"Women Fashion"
"P831163","Origins_17PS07-XS",75110,56318,"Women Fashion"
"P327605","kapray_WUSPE117012",75110,60784,"Women Fashion"
"P806427","meemos_DEC134-A",75110,60784,"Women Fashion"
"P994198","dc_DC6-5-S",75110,63046,"Women Fashion"
"P213858","dc_DC6-1-S",75110,54056,"Women Fashion"
"P622106","kapray_WUSPE117017",75110,62292,"Women Fashion"
"P505586","Paramount_9789696370710",75110,49532,"Books"
"P561216","liberty_9780062060242",75110,63800,"School & Education"
"P178697","liberty_9781101881651",75110,50286,"School & Education"
"P706602","meemos_DR138 ",75110,65308,"Women Fashion"
"P886214","ST_I299_4",75052,45762,"Appliances"
"P629751","Paramount_9781107607835",74994,56202,"School & Education"
"P126743","Alcatroz_8886411963934",74878,51620,"Computing"
"P457261","Enviro_Enviro Citrus Juicer JC5505",74820,63568,"Appliances"
"P770733","Zedage_ZK2012-Mustard-S",74820,51620,"Men Fashion"
"P889132","Zedage_ZK2011-Brown-M",74820,49358,"Men Fashion"
"P611751","Zedage_ZK2013-Maroon-L",74820,59856,"Men Fashion"
"P432577","Z&A_ZEES-0078",74820,63568,"Appliances"
"P779726","TG_TG 04",74820,56840,"Home & Living"
"P827072","LALA_BRK-06",74820,64322,"Women Fashion"
"P661594","samsung_EB-L1G6LLU_9",74820,52374,"Mobiles & Tablets"
"P641788","BO_11 in 1 Multifunction Face Massager - White & Blue",74820,59102,"Beauty & Grooming"
"P853369","sst_CTR-51 Light Brown Cotton Trousers -Size 36",74820,54578,"Men Fashion"
"P920682","sst_CTR-52-Size 36",74820,61306,"Men Fashion"
"P258887","BO_Hair-Dryer-Multicolored",74820,62060,"Beauty & Grooming"
"P870799","BO_Kemei-Hair straightener-KM-1296",74820,51620,"Beauty & Grooming"
"P717485","samsung_EB-B220AC_21",74820,50866,"Mobiles & Tablets"
"P849605","sst_CTR-49 -Size 34",74820,45588,"Men Fashion"
"P355650","samsung_EB-BG530BBC_22",74820,55332,"Mobiles & Tablets"
"P873952","Zedage_ZK2015-Turquoise-XL",74820,46342,"Men Fashion"
"P302620","Z&A_ZEES-0046",74820,65830,"Home & Living"
"P913405","LM_GST112-6-9 M",74820,63568,"Kids & Baby"
"P914176","LM_GST110-6-9 M",74820,49358,"Kids & Baby"
"P759504","GBHII_MS8-BROWN-10",74820,56086,"Men Fashion"
"P926849","BM_BM-417-L",74820,55332,"Men Fashion"
"P734339","head_287006-BK",74820,62060,"Men Fashion"
"P267513","head_287006-NV",74820,59102,"Men Fashion"
"P376675","sst_CTR-52-Size 38",74820,64322,"Men Fashion"
"P617868","sst_CTR-45 -Size 34",74820,63568,"Men Fashion"
"P714696","sst_CTR-50-Size 34",74820,60552,"Men Fashion"
"P212209","sst_CTR-52-Size 34",74820,59856,"Men Fashion"
"P658554","sst_CTR-47-Size 34",74820,63568,"Men Fashion"
"P376090","sst_CTR-50-Size 30",74820,67338,"Men Fashion"
"P242845","sst_CTR-46 Olive Grey Cotton Trousers-Size 36",74820,54578,"Men Fashion"
"P836468","sst_CTR-50-Size 36",74820,45588,"Men Fashion"
"P803694","Zedage_ZK2010-Green-L",74820,65076,"Men Fashion"
"P279212","Zedage_ZK2012-Mustard-L",74820,64322,"Men Fashion"
"P516818","Zedage_ZK2015-Turquoise-S",74820,65076,"Men Fashion"
"P225713","Zedage_ZK2014-Darkmaroon-M",74820,62814,"Men Fashion"
"P700011","Zedage_ZK2013-Maroon-M",74820,51620,"Men Fashion"
"P718685","Zedage_ZK2010-Green-M",74820,47850,"Men Fashion"
"P544731","GBHII_MS8-BROWN-9",74820,51620,"Men Fashion"
"P864519","GBHII_MS8-BROWN-7",74820,65076,"Men Fashion"
"P498134","GBHII_MS8-BROWN-11",74820,63568,"Men Fashion"
"P890142","GBHII_MS8-BROWN-8",74820,47096,"Men Fashion"
"P941650","TG_TG 01",74820,48604,"Home & Living"
"P100486","BM_BM-417-M",74820,49358,"Men Fashion"
"P931141","Zedage_ZK2013-Maroon-XL",74820,65076,"Men Fashion"
"P627159","TM_TM - HSPS-4-Blue, Grey, Sky Blue, Red -S",74762,45588,"Men Fashion"
"P723427","TM_TM - HSPS-4-Blue, Grey, Sky Blue, Red -M",74762,58290,"Men Fashion"
"P209901","TM_TM - HSPS-4-Blue, Grey, Sky Blue, Red -XL",74762,55274,"Men Fashion"
"P274081","Echange-EP_07-42",74762,59798,"Men Fashion"
"P385035","Echange-EP_07-40",74762,65018,"Men Fashion"
"P728854","lamart_LMZ047",74704,57478,"Home & Living"
"P453890","A4-Tech_Mouse-Wireless-G7-100",74704,54520,"Computing"
"P222012","lamart_LMZ046",74704,47038,"Home & Living"
"P655376","barico_BS013-Large",74646,60436,"School & Education"
"P512258","alrafa_Ajwa-Dates-400g",74530,49184,"Soghaat"
"P506109","KureshiC_215-gil",74530,55854,"Beauty & Grooming"
"P286214","aw_Air Freshening Protectant (New Car)-16oz./473ml",74530,44718,"Others"
"P591025","GL_SH-8088-Pink-White",74530,65540,"Beauty & Grooming"
"P228820","Sigma_1660",74414,60262,"Health & Sports"
"P178796","Acro_Locket Ear Ring Set 007",74356,51272,"Women Fashion"
"P680506","Acro_Locket Ear Ring Set 008",74356,52026,"Women Fashion"
"P566201","Acro_Locket Ear Ring Set 002",74356,59450,"Women Fashion"
"P206404","Acro_Locket Ear Ring Set 004",74356,45356,"Women Fashion"
"P966981","KI_bedsheet-2117",74298,60900,"Home & Living"
"P918467","KI_bedsheet-2124",74298,54230,"Home & Living"
"P354220","KI_bedsheet-2105",74298,60146,"Home & Living"
"P697450","KI_bedsheet-2123",74298,58638,"Home & Living"
"P279055","emart_0-37",74240,45240,"Others"
"P718837","Mochi_MW-703-CL Black",74240,48952,"Men Fashion"
"P723742","Z&A_ZEES-0093",74240,65308,"Beauty & Grooming"
"P657668","tram_TT20540616",74240,60842,"Home & Living"
"P341494","WMA_Sense 2 - 5000 mah",74240,59392,"Mobiles & Tablets"
"P979710","emart_0-38",74240,48952,"Home & Living"
"P624973","emart_00-4",74240,46748,"Beauty & Grooming"
"P889084","Mochi_MB-804-BC-36",74240,51968,"Men Fashion"
"P831710","emart_0-12",74240,54926,"Health & Sports"
"P665975","BE_nikai 7in1 - model 580-80",74240,60088,"Beauty & Grooming"
"P697871","hol_W-92VBL",74240,48256,"Men Fashion"
"P634184","ziqi_Zn-808",74240,50460,"Kids & Baby"
"P941203","M&ME_8040",74240,60088,"Kids & Baby"
"P597559","Z&A_ZEES-0099",74240,65308,"Beauty & Grooming"
"P478808","BT_BT-207",74240,44544,"Entertainment"
"P452717","Z&A_ZEES-0140",74240,54926,"Beauty & Grooming"
"P756559","hol_MF-23",74240,55680,"Men Fashion"
"P185666","Z&A_ZEES-0088",74240,58638,"Beauty & Grooming"
"P687354","aw_Wheel Protectant-7oz./207ml",74240,46748,"Others"
"P945979","Mochi_MB-804-BC-34",74240,60842,"Men Fashion"
"P811494","Mochi_MW-703-CL Brown",74240,54926,"Men Fashion"
"P688459","AZD_Bingo-Sandwich-Maker-BSM-301",74182,52664,"Appliances"
"P249774","KI_bedsheet-2036afgmbs",74182,62292,"Home & Living"
"P199227","emart_0-33",74182,60030,"Home & Living"
"P610037","emart_0-25",74182,51910,"Home & Living"
"P160469","AZD_BSM-302 - Deluxe-Black",74182,65250,"Appliances"
"P219522","Romoss_3-6000mAh",74124,58522,"Mobiles & Tablets"
"P823661","sehgalmotors_295038",74066,63684,"Superstore"
"P496560","sehgalmotors_8153",74066,64380,"Superstore"
"P474292","sehgalmotors_295944",74066,65134,"Superstore"
"P792114","Karak_Honey 1 Kg",73950,52490,"Superstore"
"P339930","PucaM_SS-15-BROWN-44",73950,64322,"Men Fashion"
"P231006","Pzalmi_TS-1-M",73950,53940,"Men Fashion"
"P444763","West Point_WF-9808",73950,50286,"Health & Sports"
"P429051","Atiqa_ABO 1-10",73950,65076,"Beauty & Grooming"
"P361259","Q Mobile-L7 B.BLUE / B.WHT",73950,65076,"Mobiles & Tablets"
"P541550","BT_BT-337.",73950,56898,"Mobiles & Tablets"
"P353363","Q&Q_D093C500Y",73950,53940,"Home & Living"
"P628471","Mochika_M0001127-9",73950,63568,"Men Fashion"
"P686723","BP_FA04112",73950,65076,"Kids & Baby"
"P565961","BP_FA04112-1",73950,65076,"Kids & Baby"
"P184207","GBHII_GL228-FONE-FONE-7",73950,53244,"Women Fashion"
"P354483","GBHII_GL229-FONE-FONE-7",73950,56898,"Women Fashion"
"P360001","Trendz_TR-0202",73950,50982,"Health & Sports"
"P899632","JT_B-003-2.5",73950,47328,"Women Fashion"
"P589407","AKL_DL-13-GREY",73892,59798,"Women Fashion"
"P576054","AKL_DL-03-BLUE",73892,52432,"Women Fashion"
"P305934","TTmachine_packof5men02_Regular-L",73892,48720,"Men Fashion"
"P533566","TTmachine_packof5men02_Regular-M",73892,65018,"Men Fashion"
"P551826","AKL_DL-04-YELLOW",73892,64264,"Women Fashion"
"P748583","B-power_5281397-40",73892,58348,"Women Fashion"
"P832379","AKL_DL-01-GREEN",73892,62060,"Women Fashion"
"P961777","RCP_RCPA-5VTL-WBlRoRDGRY-S",73892,62756,"Men Fashion"
"P609872","AKL_DL-09-MULTI",73892,54636,"Women Fashion"
"P130966","B-power_8289338-43",73892,50982,"Men Fashion"
"P985332","ihijab_PNL001",73892,65714,"Women Fashion"
"P159246","bata_wein-8832134-43-9",73892,55390,"Men Fashion"
"P766089","B-power_5282350-38",73892,65714,"Women Fashion"
"P884610","ihijab_PNL002",73892,56144,"Women Fashion"
"P637760","RCP_RCPA-5VTL-WBlRoRDGRY-L",73892,62060,"Men Fashion"
"P416748","bata_wein-8832135-44-10",73892,59102,"Men Fashion"
"P613050","bata_wein-8834153-43-9",73892,45762,"Men Fashion"
"P494261","RCP_RCPA-5VTL-WBlRoRDGRY-M",73892,65714,"Men Fashion"
"P966343","vital_vbk_45",73892,58348,"Home & Living"
"P915669","GMZV_1895",73834,60494,"Entertainment"
"P505615","MEGUIAR_G19216",73776,47908,"Others"
"P270477","MEGUIAR_X2020EU",73776,57536,"Others"
"P980890","Trzws_DPK-B-008-16-Blue-L",73776,61190,"Women Fashion"
"P640375","Trzws_DPK-B-001-16-Green-L",73776,52374,"Women Fashion"
"P961399","MEGUIAR_A1216",73776,57536,"Others"
"P145440","Brand City_OP42-Gold-8",73718,49358,"Women Fashion"
"P351776","Brand City_OP42-Silver-8",73718,47154,"Women Fashion"
"P701959","Wardrobe-WS004-M",73718,66294,"Men Fashion"
"P228815","Wardrobe-WS006-M",73718,44196,"Men Fashion"
"P673624","RAJESH_RAJ138",73660,47096,"Mobiles & Tablets"
"P923324","GMZV_SONY-BATTLEFIELD 4 PS3",73660,57420,"Entertainment"
"P223580","ziqi_Zn-1449",73660,47096,"Kids & Baby"
"P191122","Aladdin_Sports Dual Tube Exerciser Body Shaper",73660,49300,"Health & Sports"
"P120874","Degreez_72932",73660,53766,"Women Fashion"
"P203151","West Point_Wf-6260",73544,66178,"Beauty & Grooming"
"P584875","Posh_CS0073-17",73544,59566,"Men Fashion"
"P332166","Posh_CS0178-17.5",73544,50692,"Men Fashion"
"P812479","Posh_CS0178-15",73544,49242,"Men Fashion"
"P723683","fashion cafe_Barcode 10894-",73544,49996,"Women Fashion"
"P298091","Posh_CS0188-17",73544,55854,"Men Fashion"
"P546267","Posh_CS0066-17",73544,54404,"Men Fashion"
"P166797","Posh_CS0188-15.5",73544,61770,"Men Fashion"
"P363316","Posh_CS0178-14.5",73544,55854,"Men Fashion"
"P420738","Posh_CS0188-16",73544,61016,"Men Fashion"
"P275746","GA_WGL-16-118-122100-L",73486,61712,"Women Fashion"
"P922894","edukaan_201541",73486,46980,"Kids & Baby"
"P502506","RAJESH_RAJ128",73370,59392,"Mobiles & Tablets"
"P695734","Rajesh_RAJ60",73370,44022,"Home & Living"
"P308372","Rajesh_Health Massage Cushion",73370,49126,"Home & Living"
"P380388","Fantastic_FT-1138",73370,63046,"Beauty & Grooming"
"P448174","e-seller_211",73370,66004,"Mobiles & Tablets"
"P260171","Fantastic_FT-1127",73370,51330,"Beauty & Grooming"
"P922211","AT-Frozen-Frock-XL",73312,45414,"Kids & Baby"
"P747747","GMZV_White-Xbox-360-Unofficial-Wired-Controller",73254,49764,"Entertainment"
"P617521","GA_SL-35 C-100141",73196,54114,"Women Fashion"
"P161142","JBS_OXO-002",73196,46806,"Home & Living"
"P247280","WE_CO4-veet-gift-1",73080,48952,"Others"
"P455446","nutrifactor_NF0023",73080,64264,"Health & Sports"
"P726717","R-treeW_SHU1704-L",73080,51156,"Women Fashion"
"P998799","AKL_A131130526_SS-113_Blue",73080,57710,"Women Fashion"
"P552409","Edifier_ K210",73080,47502,"Mobiles & Tablets"
"P305514","EF_FL-4CTS-ManUn-L",73080,54056,"Men Fashion"
"P258380","J&J_JJ-035",73080,46748,"Kids & Baby"
"P883719","Ucsan Plastik_M-418",73080,64264,"Home & Living"
"P470480","SFEVER_AL785HB1ET94SNAFAMZ",73080,56956,"Beauty & Grooming"
"P956678","GA_TK-04 B-127944",73080,51852,"Women Fashion"
"P508293","sputnik_2277/13M-Peach-Multi-9",73080,57710,"Women Fashion"
"P907096","vt_VD013CNY-S",73080,61364,"Women Fashion"
"P213216","R-tree_RT4171-Medium",73022,58406,"Men Fashion"
"P289961","R-tree_RT4171-Large",73022,48140,"Men Fashion"
"P146224","R-tree_RT4172-S",73022,48894,"Men Fashion"
"P794974","R-tree_RT4168-Large",73022,49648,"Men Fashion"
"P838270","R-tree_RT4172-M",73022,55448,"Men Fashion"
"P721927","R-tree_RT4172-L",73022,64206,"Men Fashion"
"P467234","R-tree_RT4173-L",73022,62060,"Men Fashion"
"P561381","Sigma_7373",72848,50228,"Health & Sports"
"P411136","ajmery_TH281FA1EZ93SNAFAMZ-28",72732,43616,"Women Fashion"
"P273247","Mardaz_MDZ-956-green-Free size",72500,57246,"Women Fashion"
"P497965","Mardaz_14-001 -White-Free size",72500,59450,"Women Fashion"
"P151466","E TCF_Educate a child for a month-PKR 1250",72500,65250,"Others"
"P135311","Elan_S-M033",72500,54346,"Women Fashion"
"P594714","hol_CB-202-Burgundy",72500,52896,"Women Fashion"
"P861265","Teenz_E-1577-Blue",72500,45646,"Women Fashion"
"P907312","Teenz_R-0170",72500,47096,"Women Fashion"
"P809160","FISH_MA004",72500,52200,"Women Fashion"
"P206706","Emo_BT-28364-M",72500,60900,"Men Fashion"
"P151885","Mardaz_MDZ-full01-M",72500,44950,"Men Fashion"
"P986717","vers_Elmore Skincare Basket",72500,49996,"Beauty & Grooming"
"P926445","qzs_QZS-SF-084-L",72500,57246,"Men Fashion"
"P410879","audionic_6954217686844",72500,60146,"Computing"
"P190610","Sogo_Sogo_JPN-422 Heavy Dry Iron",72500,62350,"Appliances"
"P579624","TO_045-NOVA NHC-1819",72500,64496,"Beauty & Grooming"
"P162035","TTA_7005-9M",72500,63800,"Kids & Baby"
"P638149","LasaniK_LW_9",72500,62350,"Men Fashion"
"P339176","ALHAMRA_US-0962-D",72500,48546,"Men Fashion"
"P575952","Tcreation_TC-06-L",72500,63046,"Men Fashion"
"P243305","vitamin_Ultra Force",72500,50750,"Health & Sports"
"P280656","L&S_meh023",72500,57246,"Home & Living"
"P141797","BParcel_Lightning KIT-WHITE",72500,60146,"Computing"
"P532835","AKL_GMTP002_Earth Red-L",72500,53650,"Men Fashion"
"P309850","MTA_1015",72500,60146,"Computing"
"P390546","Valarie_VPJ01 SLV-L",72500,63046,"Women Fashion"
"P988141","sitara_196-B",72500,61596,"Women Fashion"
"P509039","Mardaz_mardaz-4004-L",72500,51446,"Men Fashion"
"P693857","TTA_7015-4 yrs",72500,57246,"Kids & Baby"
"P767956","KKRT-Red-M",72500,51446,"Men Fashion"
"P642496","Emo_BT-28364-L",72500,63800,"Men Fashion"
"P504385","unique_p-dw-01",72500,60900,"Beauty & Grooming"
"P609000","texi tech_Standard Cord Set CP 20",72500,55100,"Mobiles & Tablets"
"P514436","ELF_83402",72500,62350,"Beauty & Grooming"
"P759919","ELF_83320",72500,57246,"Beauty & Grooming"
"P404719","hol_W-590",72500,51446,"Others"
"P681622","JBS_OMA-177",72500,62350,"Home & Living"
"P232606","sitara_209-A",72500,64496,"Women Fashion"
"P257903","Kashmina_SH-JM-RD",72500,43500,"Women Fashion"
"P495068","RCP_RCPA-3BW-3Polo-S",72500,63800,"Men Fashion"
"P504443","jackpot_JP-50",72500,64496,"Beauty & Grooming"
"P991580","TCM_Model F-110",72500,47850,"Health & Sports"
"P546879","stinnos_701",72500,65250,"Kids & Baby"
"P967089","qzs_QZS-SF-029-M",72500,51446,"Women Fashion"
"P463241","vitamin_Ultra Slim",72500,62350,"Health & Sports"
"P918320","Paramount_9781107615038",72500,57246,"School & Education"
"P493964","emo_CT-25944-34",72500,44950,"Men Fashion"
"P618689","KKBLT-Black-M",72500,55100,"Men Fashion"
"P452041","TCF_Educate-a-Child-for-a-Month",72500,49996,"Others"
"P504478","jackpot_JP-607-Black Floral",72500,58000,"Appliances"
"P883966","Tcreation_TC-02-L",72500,58696,"Men Fashion"
"P584888","Herbo Natural_15",72500,51446,"Health & Sports"
"P920033","Saloni_VINCE25",72500,63046,"Beauty & Grooming"
"P191255","L&S_meh026",72500,44950,"Home & Living"
"P395101","LasaniK_LW_5",72500,62350,"Men Fashion"
"P504523","Kashmina_SH-SP-FS-OW",72500,54346,"Women Fashion"
"P606024","TO_033-PAITER PS-8208",72500,43500,"Beauty & Grooming"
"P775838","AKL_GMTP002_Oatmeal-XL",72500,45646,"Men Fashion"
"P576473","JBS_WEN-142",72500,64496,"Beauty & Grooming"
"P960832","qzs_QZS-086-M",72500,59450,"Women Fashion"
"P841084","EF_FL-3Polo-Multi-L",72500,44196,"Men Fashion"
"P265916","Z&A_ZEES-0081",72500,56550,"Health & Sports"
"P771584","Mardaz_MDZ-polo-M",72500,65250,"Men Fashion"
"P504619","jackpot_JP-49",72500,52200,"Beauty & Grooming"
"P862544","Mardaz_4roundneck-L",72500,63046,"Men Fashion"
"P637805","Sogo_Sogo_JPN-423 Heavy Dry Iron",72500,59450,"Appliances"
"P793834","Relaxsit_RS-33",72500,63800,"Home & Living"
"P125720","sitara_218-B",72500,52896,"Women Fashion"
"P604714","emart_Ding Ling Trimmer rf 609",72500,48546,"Beauty & Grooming"
"P312596","sitara_202-B",72500,62350,"Women Fashion"
"P816431","sitara_196-C",72500,55100,"Women Fashion"
"P937927","Tcreation_TC-06-M",72500,52200,"Men Fashion"
"P302512","KureshiC_047-kemei",72500,55100,"Beauty & Grooming"
"P639459","RUBIAN_OK Stand Plus Mini Bluetooth",72500,58696,"Mobiles & Tablets"
"P308720","Mardaz_mardaz-3003-XL",72500,45646,"Men Fashion"
"P733948","Tcreation_TC-01-XL",72500,44196,"Others"
"P735254","PlanetX_PX-9003",72500,61596,"Kids & Baby"
"P867508","Valarie_VPJ01 SLV-S",72500,58000,"Women Fashion"
"P114746","clickbuscollection_clickbus-43",72500,62350,"Women Fashion"
"P363164","Valarie_VPJ 02 BK-L",72500,60900,"Women Fashion"
"P127173","Aladdin_Pair of Gold Star Rubber Coated Metal Dumbells - 2KG - S",72500,54346,"Health & Sports"
"P143579","Valarie_VPJ 02 BK-M",72500,49996,"Women Fashion"
"P585638","sitara_209-B",72500,64496,"Women Fashion"
"P229623","Laptoys_Y1302 - Power Bank 5200mAh - Black",72500,51446,"Mobiles & Tablets"
"P774361","fish_FA0024-S",72500,43500,"Women Fashion"
"P400173","Saloni_VINCE6",72500,52896,"Beauty & Grooming"
"P472632","ELF_83405",72500,54346,"Beauty & Grooming"
"P419640","saloni_ARGAN02",72500,44950,"Beauty & Grooming"
"P201984","ALHAMRA_US-0967-D",72500,52200,"Men Fashion"
"P504713","darzee_DP-231-B",72500,60900,"Women Fashion"
"P956437","NYX_ Mesh Zipper Makeup Bag Black",72500,53650,"Beauty & Grooming"
"P750962","KKBLT-Black-L",72500,55796,"Men Fashion"
"P529435","KKRT-Red-XL",72500,58696,"Men Fashion"
"P957433","Laptoys_Y1302 - Power Bank 5200 mAh - Black",72500,57246,"Mobiles & Tablets"
"P959195","BO_Pack-of-15-Sky-Lantern-Multicolored",72500,48546,"Home & Living"
"P521653","KKBLT-Black-XXL",72500,44950,"Men Fashion"
"P774418","ALHAMRA_US-0965-D",72500,51446,"Men Fashion"
"P678290","Mardaz_halfsleevesreglan-L",72500,50750,"Men Fashion"
"P781902","GL_ER115-BLACK",72500,44950,"Beauty & Grooming"
"P680867","L&S_meh025",72500,54346,"Home & Living"
"P628151","Value Shop_VS019",72500,47850,"Others"
"P815555","fish_FA0015-Free size",72500,52896,"Women Fashion"
"P547268","mau_119234",72500,58000,"Beauty & Grooming"
"P470891","sitara_197-B",72500,58696,"Women Fashion"
"P440658","ELF_83401",72500,65250,"Beauty & Grooming"
"P181426","LasaniK_LW_8",72500,55796,"Men Fashion"
"P827851","LasaniK_LW_6",72500,60900,"Men Fashion"
"P627235","Rajesh_White Tape Ball Cricket Bat CA 8000",72500,47096,"Health & Sports"
"P959495","Kashmina_SH-Toosh-BR",72500,62350,"Women Fashion"
"P885946","JBS_ROS-001",72500,60900,"Home & Living"
"P810443","EF_FL-5VTS-MUL-L",72500,47096,"Men Fashion"
"P888355","Relaxsit_RS-32",72500,62350,"Home & Living"
"P229207","ALHAMRA_US-0969-D",72500,52200,"Men Fashion"
"P389284","qzs_QZS-SF-086-M",72500,54346,"Men Fashion"
"P470280","sitara_212-B",72500,47850,"Women Fashion"
"P665320","PlanetX_AG-9003",72500,47096,"Kids & Baby"
"P610412","qzs_QZS-SF-086-L",72500,47850,"Men Fashion"
"P774027","qzs_QZS-086-L",72500,65250,"Women Fashion"
"P994706","clickbuscollection_nwc-33-M",72500,63046,"Others"
"P544746","Tcreation_TC-14-M",72500,43500,"Men Fashion"
"P994851","fashion cafe_RK-15-M",72500,58696,"Women Fashion"
"P695343","KKBLT-Black-S",72500,48546,"Men Fashion"
"P955145","KKBLT-Black-XL",72500,47850,"Men Fashion"
"P644400","KKRT-Red-XXL",72500,63800,"Men Fashion"
"P591736","SFEVER_AR262HB1H94PONAFAMZ",72500,62350,"Beauty & Grooming"
"P528812","KKRT-Red-S",72500,63046,"Men Fashion"
"P689328","ALHAMRA_US-0971-D",72500,65250,"Men Fashion"
"P749323","KKRT-Red-L",72500,44950,"Men Fashion"
"P504932","darzee_DP-229-B",72500,43500,"Women Fashion"
"P504933","darzee_DP-230-B",72500,52200,"Women Fashion"
"P873941","clickbuscollection_nwc-49-Black",72500,47850,"Women Fashion"
"P548111","Bsense_BSWN0024-XL",72500,44196,"Women Fashion"
"P504956","uac_ap-ext-wp84",72500,63800,"Appliances"
"P600521","sitara_218-A",72500,47850,"Women Fashion"
"P481644","HQ_Black S7 Edge Wireless Charger",72500,62350,"Mobiles & Tablets"
"P758117","fashion cafe_RK-14-M",72500,64496,"Women Fashion"
"P343975","fashion cafe_RK-14-L",72500,58000,"Women Fashion"
"P179772","fashion cafe_RK-16-L",72500,58696,"Women Fashion"
"P764552","fashion cafe_RK-12-L",72500,63046,"Women Fashion"
"P415021","LasaniK_LW_1",72500,60146,"Men Fashion"
"P719334","sitara_196-A",72500,48546,"Women Fashion"
"P652310","sitara_217-B",72500,60900,"Women Fashion"
"P361530","clickbuscollection_nwc-33-Blue",72500,55100,"Women Fashion"
"P505035","Linkpro_LP-VLB-BS",72500,58000,"Mobiles & Tablets"
"P114830","Unique_T-Pump",72500,55796,"Home & Living"
"P176853","ALHAMRA_US-0959-D",72500,55796,"Men Fashion"
"P134763","ALHAMRA_US-0963-D",72500,55100,"Men Fashion"
"P280746","Alerashine_c4c45445-Free Size",72500,62350,"Women Fashion"
"P987744","Edenrobe_GTF-16S-0644-9-10 Years",72500,47096,"Kids & Baby"
"P669811","reesha_RTR-133",72500,60146,"Women Fashion"
"P110095","Geepas_GH6246",72500,55100,"Beauty & Grooming"
"P558676","aronline_5002",72500,61596,"Mobiles & Tablets"
"P971718","clickbuscollection_clickbus-87-Green",72500,63046,"Women Fashion"
"P274425","GBHII_GLK17-MUSTARD-MUSTARD-8",72500,57246,"Women Fashion"
"P198714","SFEVER_AR262HB0IS4SCNAFAMZ",72500,57246,"Beauty & Grooming"
"P497286","Gshop_GS-J12",72500,58000,"Women Fashion"
"P583077","ZNE_B-0011",72500,58696,"Women Fashion"
"P329646","yankee_5038580070231",72500,58696,"Home & Living"
"P829927","yankee_5038580053579",72500,52200,"Home & Living"
"P288829","clickbuscollection_nwc-49-Red",72500,43500,"Women Fashion"
"P377933","liberty_9780141384658",72500,51446,"Books"
"P763968","Relaxsit_RS-34",72500,60146,"Home & Living"
"P700955","fashion cafe_KT-01-S",72500,58696,"Women Fashion"
"P480949","GBHII_GL216-GOLD-GOLD-7",72500,58000,"Women Fashion"
"P393961","clickbuscollection_clickbus-87-Blue",72500,58000,"Women Fashion"
"P253095","Alerashine_sku-0NAF",72500,49300,"Women Fashion"
"P145205","Trendz_TR-0081",72500,56550,"Health & Sports"
"P649154","ALHAMRA_US-0964-D",72500,60900,"Men Fashion"
"P129665","Alerashine_b6767b-other-L",72500,60146,"Women Fashion"
"P901147","GSW_Black-5.1A-USB-HUB-4-JR-L401",72500,43500,"Mobiles & Tablets"
"P210215","DOH_DOH-9-8",72500,46400,"Men Fashion"
"P902340","emart_0-80",72442,49242,"Home & Living"
"P448813","emart_0-67",72442,62292,"Health & Sports"
"P505259","Mardaz_MDZ-P-04-L",72442,63742,"Men Fashion"
"P505260","Mardaz_MDZ-P-07-M",72442,57942,"Men Fashion"
"P505261","Mardaz_MDZ-P-09-M",72442,46342,"Men Fashion"
"P505263","Mardaz_MDZ-P-11-M",72442,57942,"Men Fashion"
"P358431","mm_AG-1072",72442,48488,"Appliances"
"P505264","Mardaz_MDZ-P-06-M",72442,44892,"Men Fashion"
"P707004","emarthazir_BBQ Starter Kit-Karachi",72442,53592,"Home & Living"
"P505297","Mardaz_MDZ-P-01-M",72442,55042,"Men Fashion"
"P992664","mytee_Mytee295-Red & Grey-M",72442,43442,"Men Fashion"
"P776313","mytee_Mytee295-Red & Grey-XL",72442,60088,"Men Fashion"
"P505325","Mardaz_MDZ-P-16-M",72442,47792,"Men Fashion"
"P229906","emart_bluetooth-handsfree",72442,49242,"Mobiles & Tablets"
"P562474","Loreal_White Perfect Total 10 Whitening Day Cream SPF 30 PA +++ ",72442,55738,"Beauty & Grooming"
"P393410","KureshiC_121-pan",72442,51388,"Home & Living"
"P747405","Tmall_ASA214",72442,52142,"Health & Sports"
"P504405","Mardaz_MDZ-P-05-M",72442,53592,"Men Fashion"
"P504434","Mardaz_MDZ-P-05-L",72442,50692,"Men Fashion"
"P843775","KureshiC_023-sogo",72442,55042,"Appliances"
"P531320","EtrierW_MT23-M",72442,60842,"Men Fashion"
"P504447","Mardaz_MDZ-P-10-M",72442,57942,"Men Fashion"
"P504586","Mardaz_MDZ-P-14-S",72442,56492,"Men Fashion"
"P504596","Mardaz_MDZ-P-01-L",72442,54288,"Men Fashion"
"P504597","Mardaz_MDZ-P-01-S",72442,45588,"Men Fashion"
"P504598","Mardaz_MDZ-P-01-XL",72442,49938,"Men Fashion"
"P582729","KureshiC_124-omp",72442,55042,"Beauty & Grooming"
"P333480","PlanetX_PX-9240",72442,55042,"Kids & Baby"
"P102229","Loreal_White Perfect Whitening + Even Tone Night Cream - 50 ml",72442,59392,"Beauty & Grooming"
"P318303","Loreal_White Perfect Whitening Day Cream SPF 17 PA++ - 50 ml",72442,59392,"Beauty & Grooming"
